year,region_id,category,layer,value
2014,26,status,cw_con_dioxin_status_bhi2015,100
2014,27,status,cw_con_dioxin_status_bhi2015,NA
2014,28,status,cw_con_dioxin_status_bhi2015,NA
2014,29,status,cw_con_dioxin_status_bhi2015,100
2014,30,status,cw_con_dioxin_status_bhi2015,100
2014,31,status,cw_con_dioxin_status_bhi2015,100
2014,32,status,cw_con_dioxin_status_bhi2015,NA
2014,33,status,cw_con_dioxin_status_bhi2015,NA
2014,34,status,cw_con_dioxin_status_bhi2015,NA
2014,35,status,cw_con_dioxin_status_bhi2015,NA
2014,36,status,cw_con_dioxin_status_bhi2015,NA
2014,37,status,cw_con_dioxin_status_bhi2015,100
2014,38,status,cw_con_dioxin_status_bhi2015,100
2014,39,status,cw_con_dioxin_status_bhi2015,100
2014,40,status,cw_con_dioxin_status_bhi2015,100
2014,41,status,cw_con_dioxin_status_bhi2015,100
2014,42,status,cw_con_dioxin_status_bhi2015,100
2014,1,trend,cw_con_dioxin_trend_bhi2015,-3.63033133015008e-16
2014,2,trend,cw_con_dioxin_trend_bhi2015,-3.63033133015008e-16
2014,3,trend,cw_con_dioxin_trend_bhi2015,NA
2014,4,trend,cw_con_dioxin_trend_bhi2015,NA
2014,5,trend,cw_con_dioxin_trend_bhi2015,NA
2014,6,trend,cw_con_dioxin_trend_bhi2015,NA
2014,7,trend,cw_con_dioxin_trend_bhi2015,NA
2014,8,trend,cw_con_dioxin_trend_bhi2015,NA
2014,9,trend,cw_con_dioxin_trend_bhi2015,NA
2014,10,trend,cw_con_dioxin_trend_bhi2015,NA
2014,11,trend,cw_con_dioxin_trend_bhi2015,4.96506830649455e-16
2014,12,trend,cw_con_dioxin_trend_bhi2015,4.96506830649455e-16
2014,13,trend,cw_con_dioxin_trend_bhi2015,4.96506830649455e-16
2014,14,trend,cw_con_dioxin_trend_bhi2015,2.86658352330186e-16
2014,15,trend,cw_con_dioxin_trend_bhi2015,2.86658352330186e-16
2014,16,trend,cw_con_dioxin_trend_bhi2015,2.86658352330186e-16
2014,17,trend,cw_con_dioxin_trend_bhi2015,2.86658352330186e-16
2014,18,trend,cw_con_dioxin_trend_bhi2015,NA
2014,19,trend,cw_con_dioxin_trend_bhi2015,NA
2014,20,trend,cw_con_dioxin_trend_bhi2015,NA
2014,21,trend,cw_con_dioxin_trend_bhi2015,NA
2014,22,trend,cw_con_dioxin_trend_bhi2015,NA
2014,23,trend,cw_con_dioxin_trend_bhi2015,NA
2014,24,trend,cw_con_dioxin_trend_bhi2015,NA
2014,25,trend,cw_con_dioxin_trend_bhi2015,NA
2014,26,trend,cw_con_dioxin_trend_bhi2015,4.96506830649455e-16
2014,27,trend,cw_con_dioxin_trend_bhi2015,NA
2014,28,trend,cw_con_dioxin_trend_bhi2015,NA
2014,29,trend,cw_con_dioxin_trend_bhi2015,0
2014,30,trend,cw_con_dioxin_trend_bhi2015,0
2014,31,trend,cw_con_dioxin_trend_bhi2015,0
2014,32,trend,cw_con_dioxin_trend_bhi2015,NA
2014,33,trend,cw_con_dioxin_trend_bhi2015,NA
2014,34,trend,cw_con_dioxin_trend_bhi2015,NA
2014,35,trend,cw_con_dioxin_trend_bhi2015,NA
2014,36,trend,cw_con_dioxin_trend_bhi2015,NA
2014,37,trend,cw_con_dioxin_trend_bhi2015,0.0200956875108194
2014,38,trend,cw_con_dioxin_trend_bhi2015,0.0200956875108194
2014,39,trend,cw_con_dioxin_trend_bhi2015,4.96506830649455e-16
2014,40,trend,cw_con_dioxin_trend_bhi2015,4.96506830649455e-16
2014,41,trend,cw_con_dioxin_trend_bhi2015,0
2014,42,trend,cw_con_dioxin_trend_bhi2015,0
2014,1,status,cw_con_ices6_status_bhi2015,100
2014,2,status,cw_con_ices6_status_bhi2015,100
2014,3,status,cw_con_ices6_status_bhi2015,NA
2014,4,status,cw_con_ices6_status_bhi2015,NA
2014,5,status,cw_con_ices6_status_bhi2015,NA
2014,6,status,cw_con_ices6_status_bhi2015,NA
2014,7,status,cw_con_ices6_status_bhi2015,NA
2014,8,status,cw_con_ices6_status_bhi2015,NA
2014,9,status,cw_con_ices6_status_bhi2015,NA
2014,10,status,cw_con_ices6_status_bhi2015,NA
2014,11,status,cw_con_ices6_status_bhi2015,100
2014,12,status,cw_con_ices6_status_bhi2015,100
2014,13,status,cw_con_ices6_status_bhi2015,100
2014,14,status,cw_con_ices6_status_bhi2015,100
2014,15,status,cw_con_ices6_status_bhi2015,100
2014,16,status,cw_con_ices6_status_bhi2015,100
2014,17,status,cw_con_ices6_status_bhi2015,100
2014,18,status,cw_con_ices6_status_bhi2015,NA
2014,19,status,cw_con_ices6_status_bhi2015,NA
2014,20,status,cw_con_ices6_status_bhi2015,100
2014,21,status,cw_con_ices6_status_bhi2015,100
2014,22,status,cw_con_ices6_status_bhi2015,100
2014,23,status,cw_con_ices6_status_bhi2015,100
2014,24,status,cw_con_ices6_status_bhi2015,100
2014,25,status,cw_con_ices6_status_bhi2015,100
2014,26,status,cw_con_ices6_status_bhi2015,100
2014,27,status,cw_con_ices6_status_bhi2015,NA
2014,28,status,cw_con_ices6_status_bhi2015,NA
2014,29,status,cw_con_ices6_status_bhi2015,100
2014,30,status,cw_con_ices6_status_bhi2015,100
2014,31,status,cw_con_ices6_status_bhi2015,100
2014,32,status,cw_con_ices6_status_bhi2015,NA
2014,33,status,cw_con_ices6_status_bhi2015,NA
2014,34,status,cw_con_ices6_status_bhi2015,NA
2014,35,status,cw_con_ices6_status_bhi2015,NA
2014,36,status,cw_con_ices6_status_bhi2015,NA
2014,37,status,cw_con_ices6_status_bhi2015,100
2014,38,status,cw_con_ices6_status_bhi2015,100
2014,39,status,cw_con_ices6_status_bhi2015,100
2014,40,status,cw_con_ices6_status_bhi2015,100
2014,41,status,cw_con_ices6_status_bhi2015,100
2014,42,status,cw_con_ices6_status_bhi2015,100
2014,1,trend,cw_con_ices6_trend_bhi2015,2.05721795978089e-16
2014,2,trend,cw_con_ices6_trend_bhi2015,2.05721795978089e-16
2014,3,trend,cw_con_ices6_trend_bhi2015,NA
2014,4,trend,cw_con_ices6_trend_bhi2015,NA
2014,5,trend,cw_con_ices6_trend_bhi2015,NA
2014,6,trend,cw_con_ices6_trend_bhi2015,NA
2014,7,trend,cw_con_ices6_trend_bhi2015,NA
2014,8,trend,cw_con_ices6_trend_bhi2015,NA
2014,9,trend,cw_con_ices6_trend_bhi2015,NA
2014,10,trend,cw_con_ices6_trend_bhi2015,NA
2014,11,trend,cw_con_ices6_trend_bhi2015,0
2014,12,trend,cw_con_ices6_trend_bhi2015,0
2014,13,trend,cw_con_ices6_trend_bhi2015,0
2014,14,trend,cw_con_ices6_trend_bhi2015,-2.39242459783244e-16
2014,15,trend,cw_con_ices6_trend_bhi2015,-2.39242459783244e-16
2014,16,trend,cw_con_ices6_trend_bhi2015,-2.39242459783244e-16
2014,17,trend,cw_con_ices6_trend_bhi2015,-2.39242459783244e-16
2014,18,trend,cw_con_ices6_trend_bhi2015,NA
2014,19,trend,cw_con_ices6_trend_bhi2015,NA
2014,20,trend,cw_con_ices6_trend_bhi2015,0
2014,21,trend,cw_con_ices6_trend_bhi2015,0
2014,22,trend,cw_con_ices6_trend_bhi2015,0
2014,23,trend,cw_con_ices6_trend_bhi2015,0
2014,24,trend,cw_con_ices6_trend_bhi2015,0
2014,25,trend,cw_con_ices6_trend_bhi2015,0
2014,26,trend,cw_con_ices6_trend_bhi2015,0
2014,27,trend,cw_con_ices6_trend_bhi2015,NA
2014,28,trend,cw_con_ices6_trend_bhi2015,NA
2014,29,trend,cw_con_ices6_trend_bhi2015,3.48605639498744e-16
2014,30,trend,cw_con_ices6_trend_bhi2015,3.48605639498744e-16
2014,31,trend,cw_con_ices6_trend_bhi2015,3.48605639498744e-16
2014,32,trend,cw_con_ices6_trend_bhi2015,NA
2014,33,trend,cw_con_ices6_trend_bhi2015,NA
2014,34,trend,cw_con_ices6_trend_bhi2015,NA
2014,35,trend,cw_con_ices6_trend_bhi2015,NA
2014,36,trend,cw_con_ices6_trend_bhi2015,NA
2014,37,trend,cw_con_ices6_trend_bhi2015,-5.08818012209995e-16
2014,38,trend,cw_con_ices6_trend_bhi2015,-5.08818012209995e-16
2014,39,trend,cw_con_ices6_trend_bhi2015,4.96506830649455e-16
2014,40,trend,cw_con_ices6_trend_bhi2015,4.96506830649455e-16
2014,41,trend,cw_con_ices6_trend_bhi2015,-5.00758596540555e-16
2014,42,trend,cw_con_ices6_trend_bhi2015,-5.00758596540555e-16
2014,NA,trend,cw_con_ices6_trend_bhi2015,-2.75454817312944e-16
2014,1,status,cw_con_pfos_status_bhi2015,100
2014,2,status,cw_con_pfos_status_bhi2015,100
2014,3,status,cw_con_pfos_status_bhi2015,NA
2014,4,status,cw_con_pfos_status_bhi2015,NA
2014,5,status,cw_con_pfos_status_bhi2015,NA
2014,6,status,cw_con_pfos_status_bhi2015,NA
2014,7,status,cw_con_pfos_status_bhi2015,NA
2014,8,status,cw_con_pfos_status_bhi2015,NA
2014,9,status,cw_con_pfos_status_bhi2015,NA
2014,10,status,cw_con_pfos_status_bhi2015,NA
2014,11,status,cw_con_pfos_status_bhi2015,100
2014,12,status,cw_con_pfos_status_bhi2015,100
2014,13,status,cw_con_pfos_status_bhi2015,100
2014,14,status,cw_con_pfos_status_bhi2015,100
2014,15,status,cw_con_pfos_status_bhi2015,100
2014,16,status,cw_con_pfos_status_bhi2015,100
2014,17,status,cw_con_pfos_status_bhi2015,100
2014,18,status,cw_con_pfos_status_bhi2015,NA
2014,19,status,cw_con_pfos_status_bhi2015,NA
2014,20,status,cw_con_pfos_status_bhi2015,100
2014,21,status,cw_con_pfos_status_bhi2015,100
2014,22,status,cw_con_pfos_status_bhi2015,100
2014,23,status,cw_con_pfos_status_bhi2015,100
2014,24,status,cw_con_pfos_status_bhi2015,100
2014,25,status,cw_con_pfos_status_bhi2015,100
2014,26,status,cw_con_pfos_status_bhi2015,100
2014,27,status,cw_con_pfos_status_bhi2015,NA
2014,28,status,cw_con_pfos_status_bhi2015,NA
2014,29,status,cw_con_pfos_status_bhi2015,100
2014,30,status,cw_con_pfos_status_bhi2015,100
2014,31,status,cw_con_pfos_status_bhi2015,100
2014,32,status,cw_con_pfos_status_bhi2015,NA
2014,33,status,cw_con_pfos_status_bhi2015,NA
2014,34,status,cw_con_pfos_status_bhi2015,NA
2014,35,status,cw_con_pfos_status_bhi2015,NA
2014,36,status,cw_con_pfos_status_bhi2015,NA
2014,37,status,cw_con_pfos_status_bhi2015,100
2014,38,status,cw_con_pfos_status_bhi2015,100
2014,39,status,cw_con_pfos_status_bhi2015,100
2014,40,status,cw_con_pfos_status_bhi2015,100
2014,41,status,cw_con_pfos_status_bhi2015,100
2014,42,status,cw_con_pfos_status_bhi2015,100
2014,1,trend,cw_con_pfos_trend_bhi2015,0
2014,2,trend,cw_con_pfos_trend_bhi2015,0
2014,3,trend,cw_con_pfos_trend_bhi2015,NA
2014,4,trend,cw_con_pfos_trend_bhi2015,NA
2014,5,trend,cw_con_pfos_trend_bhi2015,NA
2014,6,trend,cw_con_pfos_trend_bhi2015,NA
2014,7,trend,cw_con_pfos_trend_bhi2015,NA
2014,8,trend,cw_con_pfos_trend_bhi2015,NA
2014,9,trend,cw_con_pfos_trend_bhi2015,NA
2014,10,trend,cw_con_pfos_trend_bhi2015,NA
2014,11,trend,cw_con_pfos_trend_bhi2015,0
2014,12,trend,cw_con_pfos_trend_bhi2015,0
2014,13,trend,cw_con_pfos_trend_bhi2015,0
2014,14,trend,cw_con_pfos_trend_bhi2015,0
2014,15,trend,cw_con_pfos_trend_bhi2015,0
2014,16,trend,cw_con_pfos_trend_bhi2015,0
2014,17,trend,cw_con_pfos_trend_bhi2015,0
2014,18,trend,cw_con_pfos_trend_bhi2015,NA
2014,19,trend,cw_con_pfos_trend_bhi2015,NA
2014,20,trend,cw_con_pfos_trend_bhi2015,NA
2014,21,trend,cw_con_pfos_trend_bhi2015,NA
2014,22,trend,cw_con_pfos_trend_bhi2015,NA
2014,23,trend,cw_con_pfos_trend_bhi2015,NA
2014,24,trend,cw_con_pfos_trend_bhi2015,NA
2014,25,trend,cw_con_pfos_trend_bhi2015,NA
2014,26,trend,cw_con_pfos_trend_bhi2015,0
2014,27,trend,cw_con_pfos_trend_bhi2015,NA
2014,28,trend,cw_con_pfos_trend_bhi2015,NA
2014,29,trend,cw_con_pfos_trend_bhi2015,0
2014,30,trend,cw_con_pfos_trend_bhi2015,0
2014,31,trend,cw_con_pfos_trend_bhi2015,0
