region_id,dimension,goal,score,year
501,score,FIS,49.7,2019
502,score,FIS,52.6,2019
503,score,FIS,52.9,2019
504,score,FIS,53,2019
505,score,FIS,53.1,2019
506,score,FIS,63,2019
507,score,FIS,89.4,2019
508,score,FIS,88.9,2019
509,score,FIS,90.4,2019
510,score,FIS,89.4,2019
511,score,FIS,96.4,2019
512,score,FIS,96,2019
513,score,FIS,91,2019
514,score,FIS,96,2019
515,score,FIS,82,2019
516,score,FIS,81,2019
517,score,FIS,81,2019
0,status,FIS,78.6,2019
1,status,FIS,47,2019
2,status,FIS,47,2019
3,status,FIS,49.4,2019
4,status,FIS,49.4,2019
5,status,FIS,49.4,2019
6,status,FIS,49.4,2019
7,status,FIS,49.4,2019
8,status,FIS,49.4,2019
9,status,FIS,49.4,2019
10,status,FIS,49.4,2019
11,status,FIS,61.2,2019
12,status,FIS,59.5,2019
13,status,FIS,60.3,2019
14,status,FIS,83.4,2019
15,status,FIS,93.9,2019
16,status,FIS,60.3,2019
17,status,FIS,84.3,2019
18,status,FIS,85.9,2019
19,status,FIS,93.9,2019
20,status,FIS,82.7,2019
21,status,FIS,85.9,2019
22,status,FIS,93.9,2019
23,status,FIS,85.1,2019
24,status,FIS,87.1,2019
25,status,FIS,87.3,2019
26,status,FIS,82.2,2019
27,status,FIS,92.8,2019
28,status,FIS,92.8,2019
29,status,FIS,91.9,2019
30,status,FIS,91.9,2019
31,status,FIS,91.9,2019
32,status,FIS,91.9,2019
33,status,FIS,91.9,2019
34,status,FIS,91.9,2019
35,status,FIS,91.9,2019
36,status,FIS,91.9,2019
37,status,FIS,71.2,2019
38,status,FIS,71.2,2019
39,status,FIS,71.2,2019
40,status,FIS,71.2,2019
41,status,FIS,71.2,2019
42,status,FIS,71.2,2019
301,status,FIS,77.6,2019
302,status,FIS,57.4,2019
303,status,FIS,56.3,2019
304,status,FIS,85,2019
305,status,FIS,92.9,2019
306,status,FIS,85.1,2019
307,status,FIS,88.7,2019
308,status,FIS,91.5,2019
309,status,FIS,79.5,2019
501,status,FIS,47,2019
502,status,FIS,49.4,2019
503,status,FIS,49.4,2019
504,status,FIS,49.4,2019
505,status,FIS,49.4,2019
506,status,FIS,60.2,2019
507,status,FIS,84.2,2019
508,status,FIS,88.8,2019
509,status,FIS,86.3,2019
510,status,FIS,82.2,2019
511,status,FIS,92.8,2019
512,status,FIS,91.9,2019
513,status,FIS,91.9,2019
514,status,FIS,91.9,2019
515,status,FIS,71.2,2019
516,status,FIS,71.2,2019
517,status,FIS,71.2,2019
0,trend,FIS,-0.035,2019
1,trend,FIS,-0.17,2019
2,trend,FIS,-0.17,2019
3,trend,FIS,-0.12,2019
4,trend,FIS,-0.12,2019
5,trend,FIS,-0.12,2019
6,trend,FIS,-0.12,2019
7,trend,FIS,-0.12,2019
8,trend,FIS,-0.12,2019
9,trend,FIS,-0.12,2019
10,trend,FIS,-0.12,2019
11,trend,FIS,-0.1,2019
12,trend,FIS,-0.18,2019
13,trend,FIS,-0.11,2019
14,trend,FIS,-0.06,2019
15,trend,FIS,-0.05,2019
16,trend,FIS,-0.11,2019
17,trend,FIS,-0.09,2019
18,trend,FIS,-0.05,2019
19,trend,FIS,-0.09,2019
20,trend,FIS,-0.06,2019
21,trend,FIS,-0.05,2019
22,trend,FIS,-0.09,2019
23,trend,FIS,-0.07,2019
24,trend,FIS,-0.08,2019
25,trend,FIS,-0.07,2019
26,trend,FIS,-0.06,2019
27,trend,FIS,0.07,2019
28,trend,FIS,0.07,2019
29,trend,FIS,-0.07,2019
30,trend,FIS,-0.07,2019
31,trend,FIS,-0.07,2019
32,trend,FIS,-0.07,2019
33,trend,FIS,-0.07,2019
34,trend,FIS,-0.07,2019
35,trend,FIS,-0.07,2019
36,trend,FIS,-0.07,2019
37,trend,FIS,0.09,2019
38,trend,FIS,0.09,2019
39,trend,FIS,0.09,2019
40,trend,FIS,0.09,2019
41,trend,FIS,0.09,2019
42,trend,FIS,0.09,2019
301,trend,FIS,-0.015,2019
302,trend,FIS,-0.136,2019
303,trend,FIS,-0.114,2019
304,trend,FIS,-0.072,2019
305,trend,FIS,-0.08,2019
306,trend,FIS,-0.07,2019
307,trend,FIS,-0.039,2019
308,trend,FIS,-0.029,2019
309,trend,FIS,0.026,2019
501,trend,FIS,-0.17,2019
502,trend,FIS,-0.12,2019
503,trend,FIS,-0.12,2019
504,trend,FIS,-0.12,2019
505,trend,FIS,-0.12,2019
506,trend,FIS,-0.132,2019
507,trend,FIS,-0.074,2019
508,trend,FIS,-0.065,2019
509,trend,FIS,-0.069,2019
510,trend,FIS,-0.06,2019
511,trend,FIS,0.07,2019
512,trend,FIS,-0.07,2019
513,trend,FIS,-0.07,2019
514,trend,FIS,-0.07,2019
515,trend,FIS,0.09,2019
516,trend,FIS,0.09,2019
517,trend,FIS,0.09,2019
0,future,FP,NA,2019
1,future,FP,NA,2019
2,future,FP,NA,2019
3,future,FP,NA,2019
4,future,FP,NA,2019
5,future,FP,NA,2019
6,future,FP,NA,2019
7,future,FP,NA,2019
8,future,FP,NA,2019
9,future,FP,NA,2019
10,future,FP,NA,2019
11,future,FP,NA,2019
12,future,FP,NA,2019
13,future,FP,NA,2019
14,future,FP,NA,2019
15,future,FP,NA,2019
16,future,FP,NA,2019
17,future,FP,NA,2019
18,future,FP,NA,2019
19,future,FP,NA,2019
20,future,FP,NA,2019
21,future,FP,NA,2019
22,future,FP,NA,2019
23,future,FP,NA,2019
24,future,FP,NA,2019
25,future,FP,NA,2019
26,future,FP,NA,2019
27,future,FP,NA,2019
28,future,FP,NA,2019
29,future,FP,NA,2019
30,future,FP,NA,2019
31,future,FP,NA,2019
32,future,FP,NA,2019
33,future,FP,NA,2019
34,future,FP,NA,2019
35,future,FP,NA,2019
36,future,FP,NA,2019
37,future,FP,NA,2019
38,future,FP,NA,2019
39,future,FP,NA,2019
40,future,FP,NA,2019
41,future,FP,NA,2019
42,future,FP,NA,2019
301,future,FP,NA,2019
302,future,FP,NA,2019
303,future,FP,NA,2019
304,future,FP,NA,2019
305,future,FP,NA,2019
306,future,FP,NA,2019
307,future,FP,NA,2019
308,future,FP,NA,2019
309,future,FP,NA,2019
501,future,FP,NA,2019
502,future,FP,NA,2019
503,future,FP,NA,2019
504,future,FP,NA,2019
505,future,FP,NA,2019
506,future,FP,NA,2019
507,future,FP,NA,2019
508,future,FP,NA,2019
509,future,FP,NA,2019
510,future,FP,NA,2019
511,future,FP,NA,2019
512,future,FP,NA,2019
513,future,FP,NA,2019
514,future,FP,NA,2019
515,future,FP,NA,2019
516,future,FP,NA,2019
517,future,FP,NA,2019
0,pressures,FP,NA,2019
1,pressures,FP,NA,2019
2,pressures,FP,NA,2019
3,pressures,FP,NA,2019
4,pressures,FP,NA,2019
5,pressures,FP,NA,2019
6,pressures,FP,NA,2019
7,pressures,FP,NA,2019
8,pressures,FP,NA,2019
9,pressures,FP,NA,2019
10,pressures,FP,NA,2019
11,pressures,FP,NA,2019
12,pressures,FP,NA,2019
13,pressures,FP,NA,2019
14,pressures,FP,NA,2019
15,pressures,FP,NA,2019
16,pressures,FP,NA,2019
17,pressures,FP,NA,2019
18,pressures,FP,NA,2019
19,pressures,FP,NA,2019
20,pressures,FP,NA,2019
21,pressures,FP,NA,2019
22,pressures,FP,NA,2019
23,pressures,FP,NA,2019
24,pressures,FP,NA,2019
25,pressures,FP,NA,2019
26,pressures,FP,NA,2019
27,pressures,FP,NA,2019
28,pressures,FP,NA,2019
29,pressures,FP,NA,2019
30,pressures,FP,NA,2019
31,pressures,FP,NA,2019
32,pressures,FP,NA,2019
33,pressures,FP,NA,2019
34,pressures,FP,NA,2019
35,pressures,FP,NA,2019
36,pressures,FP,NA,2019
37,pressures,FP,NA,2019
38,pressures,FP,NA,2019
39,pressures,FP,NA,2019
40,pressures,FP,NA,2019
41,pressures,FP,NA,2019
42,pressures,FP,NA,2019
301,pressures,FP,NA,2019
302,pressures,FP,NA,2019
303,pressures,FP,NA,2019
304,pressures,FP,NA,2019
305,pressures,FP,NA,2019
306,pressures,FP,NA,2019
307,pressures,FP,NA,2019
308,pressures,FP,NA,2019
309,pressures,FP,NA,2019
501,pressures,FP,NA,2019
502,pressures,FP,NA,2019
503,pressures,FP,NA,2019
504,pressures,FP,NA,2019
505,pressures,FP,NA,2019
506,pressures,FP,NA,2019
507,pressures,FP,NA,2019
508,pressures,FP,NA,2019
509,pressures,FP,NA,2019
510,pressures,FP,NA,2019
511,pressures,FP,NA,2019
512,pressures,FP,NA,2019
513,pressures,FP,NA,2019
514,pressures,FP,NA,2019
515,pressures,FP,NA,2019
516,pressures,FP,NA,2019
517,pressures,FP,NA,2019
0,resilience,FP,NA,2019
1,resilience,FP,NA,2019
2,resilience,FP,NA,2019
3,resilience,FP,NA,2019
4,resilience,FP,NA,2019
5,resilience,FP,NA,2019
6,resilience,FP,NA,2019
7,resilience,FP,NA,2019
8,resilience,FP,NA,2019
9,resilience,FP,NA,2019
10,resilience,FP,NA,2019
11,resilience,FP,NA,2019
12,resilience,FP,NA,2019
13,resilience,FP,NA,2019
14,resilience,FP,NA,2019
15,resilience,FP,NA,2019
16,resilience,FP,NA,2019
17,resilience,FP,NA,2019
18,resilience,FP,NA,2019
19,resilience,FP,NA,2019
20,resilience,FP,NA,2019
21,resilience,FP,NA,2019
22,resilience,FP,NA,2019
23,resilience,FP,NA,2019
24,resilience,FP,NA,2019
25,resilience,FP,NA,2019
26,resilience,FP,NA,2019
27,resilience,FP,NA,2019
28,resilience,FP,NA,2019
29,resilience,FP,NA,2019
30,resilience,FP,NA,2019
31,resilience,FP,NA,2019
32,resilience,FP,NA,2019
33,resilience,FP,NA,2019
34,resilience,FP,NA,2019
35,resilience,FP,NA,2019
36,resilience,FP,NA,2019
37,resilience,FP,NA,2019
38,resilience,FP,NA,2019
39,resilience,FP,NA,2019
40,resilience,FP,NA,2019
41,resilience,FP,NA,2019
42,resilience,FP,NA,2019
301,resilience,FP,NA,2019
302,resilience,FP,NA,2019
303,resilience,FP,NA,2019
304,resilience,FP,NA,2019
305,resilience,FP,NA,2019
306,resilience,FP,NA,2019
307,resilience,FP,NA,2019
308,resilience,FP,NA,2019
309,resilience,FP,NA,2019
501,resilience,FP,NA,2019
502,resilience,FP,NA,2019
503,resilience,FP,NA,2019
504,resilience,FP,NA,2019
505,resilience,FP,NA,2019
506,resilience,FP,NA,2019
507,resilience,FP,NA,2019
508,resilience,FP,NA,2019
509,resilience,FP,NA,2019
510,resilience,FP,NA,2019
511,resilience,FP,NA,2019
512,resilience,FP,NA,2019
513,resilience,FP,NA,2019
514,resilience,FP,NA,2019
515,resilience,FP,NA,2019
516,resilience,FP,NA,2019
517,resilience,FP,NA,2019
0,score,FP,NA,2019
1,score,FP,NA,2019
2,score,FP,NA,2019
3,score,FP,NA,2019
4,score,FP,NA,2019
5,score,FP,NA,2019
6,score,FP,NA,2019
7,score,FP,NA,2019
8,score,FP,NA,2019
9,score,FP,NA,2019
10,score,FP,NA,2019
11,score,FP,NA,2019
12,score,FP,NA,2019
13,score,FP,NA,2019
14,score,FP,NA,2019
15,score,FP,NA,2019
16,score,FP,NA,2019
17,score,FP,NA,2019
18,score,FP,NA,2019
19,score,FP,NA,2019
20,score,FP,NA,2019
21,score,FP,NA,2019
22,score,FP,NA,2019
23,score,FP,NA,2019
24,score,FP,NA,2019
25,score,FP,NA,2019
26,score,FP,NA,2019
27,score,FP,NA,2019
28,score,FP,NA,2019
29,score,FP,NA,2019
30,score,FP,NA,2019
31,score,FP,NA,2019
32,score,FP,NA,2019
33,score,FP,NA,2019
34,score,FP,NA,2019
35,score,FP,NA,2019
36,score,FP,NA,2019
37,score,FP,NA,2019
38,score,FP,NA,2019
39,score,FP,NA,2019
40,score,FP,NA,2019
41,score,FP,NA,2019
42,score,FP,NA,2019
301,score,FP,NA,2019
302,score,FP,NA,2019
303,score,FP,NA,2019
304,score,FP,NA,2019
305,score,FP,NA,2019
306,score,FP,NA,2019
307,score,FP,NA,2019
308,score,FP,NA,2019
309,score,FP,NA,2019
501,score,FP,NA,2019
502,score,FP,NA,2019
503,score,FP,NA,2019
504,score,FP,NA,2019
505,score,FP,NA,2019
506,score,FP,NA,2019
507,score,FP,NA,2019
508,score,FP,NA,2019
509,score,FP,NA,2019
510,score,FP,NA,2019
511,score,FP,NA,2019
512,score,FP,NA,2019
513,score,FP,NA,2019
514,score,FP,NA,2019
515,score,FP,NA,2019
516,score,FP,NA,2019
517,score,FP,NA,2019
0,status,FP,NA,2019
1,status,FP,NA,2019
2,status,FP,NA,2019
3,status,FP,NA,2019
4,status,FP,NA,2019
5,status,FP,NA,2019
6,status,FP,NA,2019
7,status,FP,NA,2019
8,status,FP,NA,2019
9,status,FP,NA,2019
10,status,FP,NA,2019
11,status,FP,NA,2019
12,status,FP,NA,2019
13,status,FP,NA,2019
14,status,FP,NA,2019
15,status,FP,NA,2019
16,status,FP,NA,2019
17,status,FP,NA,2019
18,status,FP,NA,2019
19,status,FP,NA,2019
20,status,FP,NA,2019
21,status,FP,NA,2019
22,status,FP,NA,2019
23,status,FP,NA,2019
24,status,FP,NA,2019
25,status,FP,NA,2019
26,status,FP,NA,2019
27,status,FP,NA,2019
28,status,FP,NA,2019
29,status,FP,NA,2019
30,status,FP,NA,2019
31,status,FP,NA,2019
32,status,FP,NA,2019
33,status,FP,NA,2019
34,status,FP,NA,2019
35,status,FP,NA,2019
36,status,FP,NA,2019
37,status,FP,NA,2019
38,status,FP,NA,2019
39,status,FP,NA,2019
40,status,FP,NA,2019
41,status,FP,NA,2019
42,status,FP,NA,2019
301,status,FP,NA,2019
302,status,FP,NA,2019
303,status,FP,NA,2019
304,status,FP,NA,2019
305,status,FP,NA,2019
306,status,FP,NA,2019
307,status,FP,NA,2019
308,status,FP,NA,2019
309,status,FP,NA,2019
501,status,FP,NA,2019
502,status,FP,NA,2019
503,status,FP,NA,2019
504,status,FP,NA,2019
505,status,FP,NA,2019
506,status,FP,NA,2019
507,status,FP,NA,2019
508,status,FP,NA,2019
509,status,FP,NA,2019
510,status,FP,NA,2019
511,status,FP,NA,2019
512,status,FP,NA,2019
513,status,FP,NA,2019
514,status,FP,NA,2019
515,status,FP,NA,2019
516,status,FP,NA,2019
517,status,FP,NA,2019
0,trend,FP,NA,2019
1,trend,FP,NA,2019
2,trend,FP,NA,2019
3,trend,FP,NA,2019
4,trend,FP,NA,2019
5,trend,FP,NA,2019
6,trend,FP,NA,2019
7,trend,FP,NA,2019
8,trend,FP,NA,2019
9,trend,FP,NA,2019
10,trend,FP,NA,2019
11,trend,FP,NA,2019
12,trend,FP,NA,2019
13,trend,FP,NA,2019
14,trend,FP,NA,2019
15,trend,FP,NA,2019
16,trend,FP,NA,2019
17,trend,FP,NA,2019
18,trend,FP,NA,2019
19,trend,FP,NA,2019
20,trend,FP,NA,2019
21,trend,FP,NA,2019
22,trend,FP,NA,2019
23,trend,FP,NA,2019
24,trend,FP,NA,2019
25,trend,FP,NA,2019
26,trend,FP,NA,2019
27,trend,FP,NA,2019
28,trend,FP,NA,2019
29,trend,FP,NA,2019
30,trend,FP,NA,2019
31,trend,FP,NA,2019
32,trend,FP,NA,2019
33,trend,FP,NA,2019
34,trend,FP,NA,2019
35,trend,FP,NA,2019
36,trend,FP,NA,2019
37,trend,FP,NA,2019
38,trend,FP,NA,2019
39,trend,FP,NA,2019
40,trend,FP,NA,2019
41,trend,FP,NA,2019
42,trend,FP,NA,2019
301,trend,FP,NA,2019
302,trend,FP,NA,2019
303,trend,FP,NA,2019
304,trend,FP,NA,2019
305,trend,FP,NA,2019
306,trend,FP,NA,2019
307,trend,FP,NA,2019
308,trend,FP,NA,2019
309,trend,FP,NA,2019
501,trend,FP,NA,2019
502,trend,FP,NA,2019
503,trend,FP,NA,2019
504,trend,FP,NA,2019
505,trend,FP,NA,2019
506,trend,FP,NA,2019
507,trend,FP,NA,2019
508,trend,FP,NA,2019
509,trend,FP,NA,2019
510,trend,FP,NA,2019
511,trend,FP,NA,2019
512,trend,FP,NA,2019
513,trend,FP,NA,2019
514,trend,FP,NA,2019
515,trend,FP,NA,2019
516,trend,FP,NA,2019
517,trend,FP,NA,2019
0,future,ICO,86.1,2019
1,future,ICO,92.9,2019
2,future,ICO,92.8,2019
3,future,ICO,91.3,2019
4,future,ICO,88.9,2019
5,future,ICO,93.2,2019
6,future,ICO,91,2019
7,future,ICO,79.3,2019
8,future,ICO,79.9,2019
9,future,ICO,89.6,2019
10,future,ICO,90.7,2019
11,future,ICO,87.1,2019
12,future,ICO,87.9,2019
13,future,ICO,89.7,2019
14,future,ICO,95.7,2019
15,future,ICO,94.8,2019
16,future,ICO,95.4,2019
17,future,ICO,92.1,2019
18,future,ICO,83.3,2019
19,future,ICO,57.2,2019
20,future,ICO,96,2019
21,future,ICO,91.9,2019
22,future,ICO,63.4,2019
23,future,ICO,89.7,2019
24,future,ICO,93.1,2019
25,future,ICO,93.5,2019
26,future,ICO,85.3,2019
27,future,ICO,81.1,2019
28,future,ICO,85.9,2019
29,future,ICO,93.7,2019
30,future,ICO,93.8,2019
31,future,ICO,88.7,2019
32,future,ICO,85.5,2019
33,future,ICO,56.4,2019
34,future,ICO,81.5,2019
35,future,ICO,80.5,2019
36,future,ICO,80.7,2019
37,future,ICO,80.6,2019
38,future,ICO,81,2019
39,future,ICO,80.2,2019
40,future,ICO,81,2019
41,future,ICO,80.6,2019
42,future,ICO,80.8,2019
301,future,ICO,87.7,2019
302,future,ICO,91.6,2019
303,future,ICO,89.6,2019
304,future,ICO,91,2019
305,future,ICO,59.4,2019
306,future,ICO,89.7,2019
307,future,ICO,89.9,2019
308,future,ICO,87,2019
309,future,ICO,83,2019
501,future,ICO,92.8,2019
502,future,ICO,91.2,2019
503,future,ICO,92.1,2019
504,future,ICO,79.7,2019
505,future,ICO,90.4,2019
506,future,ICO,88.4,2019
507,future,ICO,94.1,2019
508,future,ICO,73.7,2019
509,future,ICO,89.8,2019
510,future,ICO,85.3,2019
511,future,ICO,83.8,2019
512,future,ICO,92.2,2019
513,future,ICO,73,2019
514,future,ICO,80.7,2019
515,future,ICO,80.8,2019
516,future,ICO,80.7,2019
517,future,ICO,80.7,2019
0,pressures,ICO,30.9,2019
1,pressures,ICO,27.2,2019
2,pressures,ICO,25.1,2019
3,pressures,ICO,31,2019
4,pressures,ICO,43.1,2019
5,pressures,ICO,26.4,2019
6,pressures,ICO,32,2019
7,pressures,ICO,27.5,2019
8,pressures,ICO,27.9,2019
9,pressures,ICO,28.5,2019
10,pressures,ICO,27.2,2019
11,pressures,ICO,40.9,2019
12,pressures,ICO,35.1,2019
13,pressures,ICO,31.2,2019
14,pressures,ICO,25.6,2019
15,pressures,ICO,26.5,2019
16,pressures,ICO,27.1,2019
17,pressures,ICO,35.4,2019
18,pressures,ICO,34,2019
19,pressures,ICO,65.7,2019
20,pressures,ICO,24.7,2019
21,pressures,ICO,36.2,2019
22,pressures,ICO,65.7,2019
23,pressures,ICO,48.9,2019
24,pressures,ICO,34.4,2019
25,pressures,ICO,31.8,2019
26,pressures,ICO,24.6,2019
27,pressures,ICO,50.6,2019
28,pressures,ICO,29.8,2019
29,pressures,ICO,24.4,2019
30,pressures,ICO,25.2,2019
31,pressures,ICO,41.3,2019
32,pressures,ICO,25.2,2019
33,pressures,ICO,65.7,2019
34,pressures,ICO,38.6,2019
35,pressures,ICO,24.9,2019
36,pressures,ICO,25.3,2019
37,pressures,ICO,24.4,2019
38,pressures,ICO,24.2,2019
39,pressures,ICO,26.4,2019
40,pressures,ICO,24,2019
41,pressures,ICO,24.7,2019
42,pressures,ICO,24.8,2019
301,pressures,ICO,25.3,2019
302,pressures,ICO,28.4,2019
303,pressures,ICO,29.3,2019
304,pressures,ICO,35.5,2019
305,pressures,ICO,65.7,2019
306,pressures,ICO,48.9,2019
307,pressures,ICO,38.8,2019
308,pressures,ICO,35.9,2019
309,pressures,ICO,24.7,2019
501,pressures,ICO,25.7,2019
502,pressures,ICO,31.1,2019
503,pressures,ICO,29.1,2019
504,pressures,ICO,27.7,2019
505,pressures,ICO,27.6,2019
506,pressures,ICO,35,2019
507,pressures,ICO,29.8,2019
508,pressures,ICO,45.7,2019
509,pressures,ICO,36.8,2019
510,pressures,ICO,24.6,2019
511,pressures,ICO,38.8,2019
512,pressures,ICO,29.6,2019
513,pressures,ICO,44.8,2019
514,pressures,ICO,25.2,2019
515,pressures,ICO,24.3,2019
516,pressures,ICO,24.9,2019
517,pressures,ICO,24.8,2019
0,resilience,ICO,80.1,2019
1,resilience,ICO,80.7,2019
2,resilience,ICO,78,2019
3,resilience,ICO,78,2019
4,resilience,ICO,81.1,2019
5,resilience,ICO,80.7,2019
6,resilience,ICO,78,2019
7,resilience,ICO,78,2019
8,resilience,ICO,81.1,2019
9,resilience,ICO,78,2019
10,resilience,ICO,81.1,2019
11,resilience,ICO,80.7,2019
12,resilience,ICO,78,2019
13,resilience,ICO,81.1,2019
14,resilience,ICO,80.7,2019
15,resilience,ICO,78,2019
16,resilience,ICO,81.1,2019
17,resilience,ICO,76.9,2019
18,resilience,ICO,76.9,2019
19,resilience,ICO,NA,2019
20,resilience,ICO,80.7,2019
21,resilience,ICO,76.9,2019
22,resilience,ICO,NA,2019
23,resilience,ICO,81.6,2019
24,resilience,ICO,79.8,2019
25,resilience,ICO,78.5,2019
26,resilience,ICO,80.7,2019
27,resilience,ICO,79.8,2019
28,resilience,ICO,78.5,2019
29,resilience,ICO,80.7,2019
30,resilience,ICO,82,2019
31,resilience,ICO,78.5,2019
32,resilience,ICO,82,2019
33,resilience,ICO,NA,2019
34,resilience,ICO,78.5,2019
35,resilience,ICO,80.7,2019
36,resilience,ICO,82,2019
37,resilience,ICO,80.7,2019
38,resilience,ICO,82,2019
39,resilience,ICO,80.7,2019
40,resilience,ICO,82,2019
41,resilience,ICO,80.7,2019
42,resilience,ICO,82,2019
301,resilience,ICO,80.7,2019
302,resilience,ICO,78,2019
303,resilience,ICO,81.1,2019
304,resilience,ICO,76.9,2019
305,resilience,ICO,NA,2019
306,resilience,ICO,81.6,2019
307,resilience,ICO,79.8,2019
308,resilience,ICO,78.5,2019
309,resilience,ICO,82,2019
501,resilience,ICO,78.8,2019
502,resilience,ICO,78,2019
503,resilience,ICO,79.4,2019
504,resilience,ICO,79.9,2019
505,resilience,ICO,80.3,2019
506,resilience,ICO,79.9,2019
507,resilience,ICO,78.7,2019
508,resilience,ICO,76.9,2019
509,resilience,ICO,79.7,2019
510,resilience,ICO,80.7,2019
511,resilience,ICO,79.1,2019
512,resilience,ICO,80.4,2019
513,resilience,ICO,80.4,2019
514,resilience,ICO,81.7,2019
515,resilience,ICO,81.3,2019
516,resilience,ICO,81.5,2019
517,resilience,ICO,81.3,2019
0,score,ICO,80.5,2019
1,score,ICO,86,2019
2,score,ICO,85.9,2019
3,score,ICO,85.1,2019
4,score,ICO,84,2019
5,score,ICO,86.1,2019
6,score,ICO,85,2019
7,score,ICO,73.7,2019
8,score,ICO,74,2019
9,score,ICO,83.3,2019
10,score,ICO,83.8,2019
11,score,ICO,82.1,2019
12,score,ICO,82.4,2019
13,score,ICO,83.3,2019
14,score,ICO,88.4,2019
15,score,ICO,87.9,2019
16,score,ICO,88.2,2019
17,score,ICO,86.6,2019
18,score,ICO,78.2,2019
19,score,ICO,65.1,2019
20,score,ICO,88.5,2019
21,score,ICO,86.4,2019
22,score,ICO,72.2,2019
23,score,ICO,85.4,2019
24,score,ICO,87.1,2019
25,score,ICO,87.2,2019
26,score,ICO,78.7,2019
27,score,ICO,77.6,2019
28,score,ICO,80,2019
29,score,ICO,86.3,2019
30,score,ICO,86.4,2019
31,score,ICO,83.9,2019
32,score,ICO,78.7,2019
33,score,ICO,64.2,2019
34,score,ICO,76.7,2019
35,score,ICO,74.3,2019
36,score,ICO,74.4,2019
37,score,ICO,74.3,2019
38,score,ICO,74.5,2019
39,score,ICO,74.1,2019
40,score,ICO,74.5,2019
41,score,ICO,74.3,2019
42,score,ICO,74.4,2019
301,score,ICO,80.9,2019
302,score,ICO,85.1,2019
303,score,ICO,83,2019
304,score,ICO,85.6,2019
305,score,ICO,67.6,2019
306,score,ICO,85.4,2019
307,score,ICO,84.5,2019
308,score,ICO,81.6,2019
309,score,ICO,76.4,2019
501,score,ICO,85.9,2019
502,score,ICO,85.1,2019
503,score,ICO,85.6,2019
504,score,ICO,73.9,2019
505,score,ICO,83.7,2019
506,score,ICO,82.7,2019
507,score,ICO,87.5,2019
508,score,ICO,73.4,2019
509,score,ICO,85.4,2019
510,score,ICO,78.7,2019
511,score,ICO,78.9,2019
512,score,ICO,85.6,2019
513,score,ICO,72.5,2019
514,score,ICO,74.3,2019
515,score,ICO,74.4,2019
516,score,ICO,74.3,2019
517,score,ICO,74.3,2019
0,status,ICO,75,2019
1,status,ICO,79,2019
2,status,ICO,79,2019
3,status,ICO,79,2019
4,status,ICO,79,2019
5,status,ICO,79,2019
6,status,ICO,79,2019
7,status,ICO,68,2019
8,status,ICO,68,2019
9,status,ICO,77,2019
10,status,ICO,77,2019
11,status,ICO,77,2019
12,status,ICO,77,2019
13,status,ICO,77,2019
14,status,ICO,81,2019
15,status,ICO,81,2019
16,status,ICO,81,2019
17,status,ICO,81,2019
18,status,ICO,73,2019
19,status,ICO,73,2019
20,status,ICO,81,2019
21,status,ICO,81,2019
22,status,ICO,81,2019
23,status,ICO,81,2019
24,status,ICO,81,2019
25,status,ICO,81,2019
26,status,ICO,72,2019
27,status,ICO,74,2019
28,status,ICO,74,2019
29,status,ICO,79,2019
30,status,ICO,79,2019
31,status,ICO,79,2019
32,status,ICO,72,2019
33,status,ICO,72,2019
34,status,ICO,72,2019
35,status,ICO,68,2019
36,status,ICO,68,2019
37,status,ICO,68,2019
38,status,ICO,68,2019
39,status,ICO,68,2019
40,status,ICO,68,2019
41,status,ICO,68,2019
42,status,ICO,68,2019
301,status,ICO,74.1,2019
302,status,ICO,78.7,2019
303,status,ICO,76.5,2019
304,status,ICO,80.1,2019
305,status,ICO,75.8,2019
306,status,ICO,81,2019
307,status,ICO,79.1,2019
308,status,ICO,76.2,2019
309,status,ICO,69.8,2019
501,status,ICO,79,2019
502,status,ICO,79,2019
503,status,ICO,79,2019
504,status,ICO,68,2019
505,status,ICO,77,2019
506,status,ICO,77,2019
507,status,ICO,81,2019
508,status,ICO,73,2019
509,status,ICO,81,2019
510,status,ICO,72,2019
511,status,ICO,74,2019
512,status,ICO,79,2019
513,status,ICO,72,2019
514,status,ICO,68,2019
515,status,ICO,68,2019
516,status,ICO,68,2019
517,status,ICO,68,2019
0,trend,ICO,NaN,2019
1,trend,ICO,NA,2019
2,trend,ICO,NA,2019
3,trend,ICO,NA,2019
4,trend,ICO,NA,2019
5,trend,ICO,NA,2019
6,trend,ICO,NA,2019
7,trend,ICO,NA,2019
8,trend,ICO,NA,2019
9,trend,ICO,NA,2019
10,trend,ICO,NA,2019
11,trend,ICO,NA,2019
12,trend,ICO,NA,2019
13,trend,ICO,NA,2019
14,trend,ICO,NA,2019
15,trend,ICO,NA,2019
16,trend,ICO,NA,2019
17,trend,ICO,NA,2019
18,trend,ICO,NA,2019
19,trend,ICO,NA,2019
20,trend,ICO,NA,2019
21,trend,ICO,NA,2019
22,trend,ICO,NA,2019
23,trend,ICO,NA,2019
24,trend,ICO,NA,2019
25,trend,ICO,NA,2019
26,trend,ICO,NA,2019
27,trend,ICO,NA,2019
28,trend,ICO,NA,2019
29,trend,ICO,NA,2019
30,trend,ICO,NA,2019
31,trend,ICO,NA,2019
32,trend,ICO,NA,2019
33,trend,ICO,NA,2019
34,trend,ICO,NA,2019
35,trend,ICO,NA,2019
36,trend,ICO,NA,2019
37,trend,ICO,NA,2019
